run,drag_cd,guidance_gain,mass_kg,run_seed,sensor_bias_x_m,sensor_bias_z_m,sensor_noise_m,thrust_n,wind_x_mps,wind_z_mps
31,0.2153700225224207,2.6909705373536115,43.371420719714244,352244,14.690696477235944,4.392674506190613,15.705433838890983,2120.6776440367908,-8.610952388667851,-0.9163162916200258
32,0.22355639684158723,2.7898583947609605,43.42762916767155,360163,-24.970206325963357,-0.6775911781139694,13.104669219781279,2363.601016993697,-1.6231228270327214,1.3768087665233804
33,0.25236948262163883,2.279399163509885,43.09979281929614,368082,-18.1289518419553,12.894196568406365,10.65423847754134,2288.6380539023817,-3.641777544127712,3.6885875414124714
34,0.21733442759823252,2.301406113050294,43.668285256255515,376001,2.9781158655882978,-6.6000085762448055,13.313336601885725,2157.630483418572,-3.0195413915852196,0.0945097163648668
35,0.2022364456290998,2.2964544089047694,41.27331906082445,383920,6.332523601190038,-2.9669070159613704,7.211073910089894,2062.465309048663,12.905267693923033,-0.1293684391327478
36,0.2211601215961215,2.524485403750602,40.73367355948734,391839,36.95469189281227,6.214996651702897,17.142177527523778,2338.5280168377362,-2.037364255544177,-0.2042820816148684
37,0.2182913926302304,2.0598159349242353,41.85922016498565,399758,-19.790981109113133,-13.613341524694214,11.408754144450455,2100.284202854702,-2.090198415842324,-3.743925291487156
38,0.2360456765729154,2.1477184030079264,43.50282582780519,407677,-13.021024273662414,3.045970472067313,4.88083176359027,2405.882485521814,-5.911744784728311,-0.7027583337046527
39,0.19211839085837001,1.8611778665942,42.91895546723905,415596,-6.004974517347367,9.17615220210394,10.577595146052907,2209.7384051393005,9.600681576022582,1.114575000978173
40,0.2454293576831866,1.9007000885031389,41.217775274047064,423515,-7.168492134960447,0.5813088430816935,13.146760420897673,2159.6296971550546,-11.347095148523149,0.8756398684088231
41,0.23350190656562747,2.0129282200511343,43.28998443236068,431434,-5.272277786977922,10.341908438078363,5.191253144587685,2208.072356801849,4.344920010464971,0.5562936489136981
42,0.17663553971498946,2.2232337992457225,42.3351794925603,439353,8.790366091572658,-10.19084252100472,11.050416894342861,2317.682400590469,-4.72936628539004,2.306039241418285
43,0.20499640794379523,2.189587623757273,41.92640630626933,447272,14.074135066975847,8.013182493228939,11.74389311893176,2364.973385638939,-1.577871636634245,-1.1294997430397957
44,0.1926729065397502,2.724525460286902,42.43853153516282,455191,17.480027979230872,5.978740123390527,0.7562089660883071,2280.2165225398035,-3.1117831274416163,1.245720973414407
45,0.2544260615132038,2.4412673743615367,44.20974264140905,463110,7.977650820695601,-11.566651527610464,6.955733940518471,2097.8526288425787,-2.991261845939964,-1.637620861788255
46,0.20465803405647023,2.2129165980511183,42.05270482247066,471029,13.229452090385646,10.52495012093348,3.219101199742293,2165.466248260727,8.421810111321186,-2.3170760348847512
47,0.24103431896587332,2.5446924094261867,41.26183592360815,478948,11.603661030918456,7.06692429454821,9.578329352899882,2116.6261545273674,1.37220644287562,1.9979007037447412
48,0.23048256053263094,2.0348342033091424,41.914735301662446,486867,-16.13913172623882,5.049360805709654,10.865727624807308,2153.6616822114743,7.435741220703528,-1.4195084351843064
49,0.2177397957389955,1.6963198514493139,41.56623824781845,494786,-15.409547721554834,-7.320010719798568,4.5297519020974395,2077.8841139812234,3.568509801499178,-1.2268388726745787
50,0.22769063634046233,1.7138372709461778,43.26036248818984,502705,0.8235844564910667,3.5707425059622646,2.463032867707204,2137.7884450219753,4.543768161509824,-1.5071450418298944
51,0.23444754042942378,2.202954556158542,42.71457580519161,510624,4.031904202935632,13.20416776637978,16.633238585458887,2148.204992244851,5.356513318636408,2.0690519627605655
52,0.20523160687442027,2.382128796888809,43.0641292196065,518543,-8.21754794786579,-1.606723653042034,6.650020795122069,1850.0,11.446669507433873,-0.47451565990957745
53,0.19364241068097607,1.7854938598932641,41.714472868006666,526462,13.123016367352665,5.577633506472647,1.1741531479599927,2134.981321130028,1.1662528832550167,-0.37955399317924865
54,0.20823598961121834,2.270179140267523,42.43107137374033,534381,2.1706418686067135,5.825388786228841,2.069180642769315,2251.2783405740893,10.450340715850597,-1.9671871688764682
55,0.2500430067547137,2.793177051912605,44.259220034016494,542300,2.039758225252765,6.123595936846918,17.129585310905316,2002.5089956627717,4.060065904358375,-2.796580490306613
56,0.26226399066119066,2.785946559990129,40.329279787955386,550219,-22.269764789847002,3.1705895571867817,0.5585489028983698,2275.9638884318224,-10.141309103319172,-0.4566789995316841
57,0.20352546982615247,2.0123730468250742,44.061157594239525,558138,17.72638905515141,10.02879066020492,10.91431472662649,2228.086224438727,0.4626344774475274,0.15801471430591207
58,0.25098049118792365,2.1552757024961906,40.77767348265159,566057,29.612587449686036,-1.8715330579245002,5.68020434568388,2436.5735310781324,3.9872673453532532,2.287862623406071
59,0.23398910711567467,1.798272868321979,42.48225947997121,573976,11.766727625108821,-13.336233720776349,11.018193761506861,2061.5656145481043,-7.224459436773277,-0.022693783207381406
60,0.21153852260277453,2.5127021087728485,42.13495090781974,581895,-11.116634693752973,8.70121904329417,10.530859571387339,2277.663342093937,-2.2567456818044103,-0.6095733238587353
61,0.1956549606681227,2.4365741062804727,41.89123790332838,589814,-12.68257373231234,-0.2222997576421557,10.396900953531718,2217.6544930066502,-8.791930801265591,0.3800339593186016
62,0.21167461630350612,2.468080370822912,43.223074965241956,597733,-18.74472052166114,-0.5300707893054204,13.542960137354317,2271.2401261461737,-3.6225991998857046,-0.5566750678362533
63,0.2178162545966117,1.9642481847450823,42.85169042569959,605652,-2.693459998196019,-4.158801654282575,7.744213820244378,2334.2053597161057,-5.14686053084837,-0.6295473460407709
64,0.206191253660088,2.4256563672722224,41.35346781505156,613571,0.1220616938068137,0.6211575574059177,5.042218837084282,2460.098662686236,-0.549460209961941,0.5634967021981061
65,0.19870105616238265,1.6838247750384205,41.9074227939965,621490,-28.041916013638524,1.1285595555988568,0.5041178997062887,2305.7355132935304,-2.608337665629041,0.8299445469370299
66,0.25581768886230744,2.2868526897204613,40.768026470699326,629409,-19.027152495814974,6.83569609417169,11.23489896596788,2212.651898150202,5.274307143208649,-2.016724975335932
67,0.2312689627570428,2.101962812358251,41.63800279209177,637328,-28.23704267558975,-8.93273150399137,15.015965588182663,2002.7466334397095,6.499060939900978,-1.1683135691469757
68,0.24282258465351386,2.755477424030315,41.37008594891006,645247,-7.8797393411432495,-1.3766251982969373,17.11458906126767,2208.334852569568,-8.176087935448354,-0.732056279100975
69,0.2413981981554938,2.661908097602408,41.94484827356434,653166,-14.990038540318636,9.48944718619282,15.206411467989753,2299.3908948901144,5.382043628631293,1.8314873714240658
70,0.23843921520916228,2.1135616973641946,42.95536912811299,661085,39.134388108772235,-0.6737143093028468,9.267949205066653,2211.872856183336,-2.578605137293174,-0.9076336869108799
71,0.22615601459661205,1.8732584238760093,43.80385629482769,669004,-16.387657064505557,-23.730743855613277,5.488437410803688,2051.8914797539223,-6.9797657328516,-1.0205251276028697
72,0.28503481943864306,2.0726247045463286,43.269284520830986,676923,12.33619101319988,2.9587766884197233,5.451301978906556,2260.0353574757833,2.3525143154181896,2.4443945688723603
73,0.2194830797750508,2.771731723582535,42.56287125166822,684842,3.8930045685241623,-6.284864822228478,0.11114170404151827,2449.630399930022,2.7453578950103115,1.3568548448340243
74,0.26969850176842747,1.880426341460928,40.61700674437164,692761,-1.7237715551823491,-0.2794455001350571,14.693152851474336,2126.533743918218,-3.790310719167907,-0.3683543957945559
75,0.20863162844627903,2.249450958509329,41.76112381148551,700680,5.226272242916458,-9.523718810165047,4.012219842352306,2271.5686383559437,4.890285265747483,2.0816865844367887
76,0.23077700212516425,2.1974770631754454,43.326399721746334,708599,-4.281146432036636,-2.278740035618428,8.44845964692574,2141.3197346857746,0.9893343955534724,-1.7700098987193114
77,0.20938851484061372,2.8464186985696815,43.38440607451304,716518,13.330064320315316,6.187779234231751,6.976566877461635,2239.6865611836943,-3.0743310363091787,-0.37014177552880234
78,0.19576440843218154,1.938052232975862,42.01347829200431,724437,10.367559590116247,13.595025510812286,8.185599552022632,1997.810033587852,-0.8031846931588518,0.8628846487738959
79,0.1911268706148923,2.744050212280495,44.75885398203251,732356,-0.997973819109357,-2.6593471144779817,14.354063115940958,2246.822733308082,-7.70302820561473,-0.7737633607036112
80,0.24699909704236375,1.8160743087601512,42.318435681018705,740275,0.45957236477566066,-6.033825235977588,0.059666585684724265,2295.2598339971396,7.984144786375553,0.8814880636396702
81,0.18612742852338157,1.9883307277207565,43.31238671348322,748194,8.040721618097383,-5.3186781080257575,1.2457757767832063,2398.2746435821036,-2.4918075727823386,-1.0524946742625754
82,0.23745414600934284,2.6936057866388747,42.991403726034655,756113,8.81937896889911,11.896594366787872,12.823592570264708,2188.9608280011107,-4.767740733603222,-0.04028184629283345
83,0.21359447716383576,1.8562334701754348,40.76043903261187,764032,-1.1294637376498278,-1.8845207729251179,0.8537971045631146,2079.645974290839,11.543565696949456,-1.9344115107835018
84,0.23059836826394933,1.765725308543564,41.89826694775843,771951,-5.114671115778806,1.101005497130988,10.130588532694999,2166.453553858748,12.533454824396316,-0.5838915068423647
85,0.19528304314493405,1.759088392601824,41.99460170603416,779870,9.984904248999097,4.054612106046502,12.851124278593366,2016.1684913586146,4.10097790530979,2.253478747533044
86,0.24609455943693642,2.373858253037305,41.240960226876645,787789,-33.63454256837375,13.308252850727808,3.8658554223636985,2383.3120242327827,1.7335950917929914,3.150660850945674
87,0.17941452305240035,1.7151134601721794,43.82680879640929,795708,-7.91646879255449,-1.8834652300225412,17.985974798528638,2115.0975414210243,0.812268575565199,-0.27651428024603164
88,0.21055312402673715,1.6704067279320707,42.25471404721411,803627,-30.45322851284455,-2.012655129196804,8.960736942131437,2065.701905768355,7.318458089858609,-0.055342051516264326
89,0.23806745629107645,2.4614386226502862,40.72213477522933,811546,-6.382795937181843,-17.665266495267268,3.353378925640983,2183.8764833218647,2.882610315181511,-2.0959265886920417
90,0.20325925895644015,1.7122116919676262,41.535883113586024,819465,-23.925798960568784,11.435675757031468,5.634342279038337,2252.09902488592,-0.0632692172273008,-3.024669859222274
91,0.25349962795317016,2.6766534551576138,42.903782330458604,827384,21.14617702480526,15.252180844743998,7.640843191337528,2046.5324773084064,-6.640090052032073,-2.2362436013870983
92,0.20121419910769528,2.2584471353852718,43.540892256172135,835303,12.0745371564957,6.1626736579823085,16.471891580886112,2268.0295077670125,-5.508299945707753,-2.1784036135826312
93,0.21005604473966974,2.018478471061533,40.11970235709965,843222,7.0235394002519485,16.76834929134081,12.293058948302905,2034.6797455477363,7.513071767382801,0.2987802577724362
94,0.23749994068515393,1.947257479285396,41.48132617150216,851141,-4.97969649969456,-8.588312160304266,4.62667841935136,2378.3957313970122,-1.5537910098444487,-2.4257449952051173
95,0.20108164333584613,2.751061033623884,41.72126021561944,859060,12.419003605102606,0.6269989459991181,10.623814879487947,2297.04953832214,3.10397509649371,0.8972644620385821
96,0.22078851630065457,2.347822632479502,41.4957579198596,866979,6.484895470465663,3.2697068627720656,3.425369858009769,2340.7506317634,-1.8324090181781414,1.069250952335392
97,0.19393762703782597,1.741204108441303,42.67245299000455,874898,5.973925690841673,8.778661972089985,0.9502199645761753,2351.1509478676257,4.394653812171731,-1.3074863224929927
98,0.25015052978782937,2.5642273027238423,41.25126728647826,882817,-22.881041733557552,-10.752488064219833,3.936479713356775,2200.418873588487,-7.519158785298204,3.6352651299689827
99,0.21682498322602836,1.8326398429710273,40.47557288989709,890736,-20.360901106339778,-19.24009621049334,1.0583319834866924,2102.5519421823315,1.479466012042663,-0.14496485448618074
100,0.25085939112198385,2.7606056674380985,41.292652990290996,898655,19.279460734634768,17.055661351120612,1.4118451256009519,1938.617905484211,-5.21315937327986,-0.17632564040974022
101,0.2058824070499175,2.392408882359308,43.52715259540166,906574,-5.817994572534091,-8.281218540280587,7.275914935686989,2179.672031491104,-4.67544091603706,-0.1201308469228248
102,0.18037982959258203,2.207362839704286,42.28662934302053,914493,-0.9188781229248608,0.2599142963272214,12.259441594249413,2310.501650172627,-8.974554163483301,-3.1519572194208227
103,0.2285896152163749,2.766490926420962,43.21203033922313,922412,-0.2963641213925946,4.983113372689065,12.997886265064205,2391.3270288888643,10.365571526471246,-1.928752332029374
104,0.2216365951613693,2.4765158900449835,40.59177305103767,930331,22.33644646069245,-13.25186527793575,12.99310774917715,2136.857629558422,-6.286740162728281,-2.4685265188149916
105,0.1876009683446775,2.152795054811144,42.3913461623652,938250,-25.07816890195013,-7.48843074203007,15.736420975966464,2298.719195893041,-3.7745550475111536,-1.5825585083857205
106,0.24181138182346662,2.6239686089356393,42.49306054121039,946169,21.339374582778255,-2.8447325964114443,13.684897313815124,2184.6413883976134,5.78215374254021,0.4422908384384816
107,0.22216057614093535,2.594388248551836,41.45812871811418,954088,-5.459047007908323,-4.574319350874681,3.0910963151049864,2254.7979969442335,3.3094846565200826,-1.3439294321821011
108,0.20550719182840296,2.513099926563684,42.11814164432476,962007,3.6982252947168486,11.107138615921574,9.300775814387162,2112.133486256868,4.424852303422344,4.490768820256344
109,0.19907654574648748,2.4872041866218795,41.478951855871905,969926,12.269858653255966,2.362657427135914,17.899553709139347,2046.1899033045443,-15.739429403974938,-1.5434127837706764
110,0.21291109380932915,1.8531645403558752,42.12118043740384,977845,-2.1742703192475488,4.42506972611197,3.33392909672128,2519.4280206304143,-9.617856291505095,-1.3759808621210219
111,0.24815922809008686,1.7676181133824511,43.15919021953473,985764,5.857948142832635,11.514145921395519,7.351516111726107,2139.0813270577464,-2.158520443464065,-0.30911510401909975
112,0.20089225077635509,2.710741994467533,42.072995539993514,993683,2.451134229821758,-12.063575303652353,8.251393648935359,2248.043706115191,9.53724952743352,0.44838570625145113
113,0.1947882141540227,2.4461087693081263,41.59281701853115,1001602,17.633121822135465,-1.405465469588676,7.5709808475018585,2276.1839917998705,10.284796477829904,-2.1179749923874747
114,0.21224574885684236,2.689891561386268,41.382700942173635,1009521,-8.494107704702312,-0.5214112795540109,12.10698412325732,2389.316922227647,-1.1311578734880057,-0.9710552742624864
115,0.2437195016499447,1.7303775977943339,42.694695558879744,1017440,1.434408732881999,6.060981133456637,0.9088549409022758,2274.1788290783174,-7.123796479691402,0.8317662207988525
116,0.19621429099827808,2.495058037149514,43.138595619770506,1025359,12.42446367830371,-12.07989901816049,7.300328907126367,2194.425353441458,-1.0418340389107656,0.9229715029185239
117,0.2147221790202991,1.8636739585371027,43.678158454499396,1033278,6.611968315817517,2.4445105747265723,8.867636989604664,2407.0557534243126,4.019070757820339,-0.25068655385544414
118,0.18199609199929806,1.7407005777156184,42.17307368165474,1041197,-7.839830761547026,-2.8692964728638906,14.552337675911975,2147.635857941071,3.141388297378888,-1.522441186251105
119,0.24254686838556064,2.485830123905857,44.32855548157479,1049116,-13.715152605148324,-3.1583142668231274,11.664432964108938,2199.981867847059,-11.425822943601757,-2.2670699658925866
120,0.25783760162967234,2.3750078465624087,41.1848096211825,1057035,29.562015987598446,-4.020531648382393,14.952454647686478,2176.775631229881,-6.853842952930253,0.35771112798857196
121,0.1818827710820865,1.8153856552602978,40.68165674909876,1064954,-21.382926109657916,-16.827295622885963,2.8777887159226845,2392.3408018639,-9.94369179447874,0.6730688903985981
122,0.23021276869061943,2.4340826966511733,39.834582732422106,1072873,-2.873673111363077,-6.699948442580234,5.150459356513192,2107.640202430438,-13.749061013519848,-1.3960031649552715
123,0.1834902377208706,2.340456606584246,42.350306036917935,1080792,18.857350228175388,8.813297727409882,1.9947793757815198,2270.1941498175224,5.821899686444958,1.9342393661008623
124,0.1978911040048184,2.4111435813669253,43.02609220690109,1088711,-6.1422830211145145,-5.466370743487911,14.437540909704149,2321.002453511898,11.313828606455214,0.031454342703988745
125,0.23972125443556275,1.9493123599588655,42.67879375579638,1096630,-2.9148152629564374,9.315863957213944,14.283897207667906,2379.5283789587916,-1.6353113147216893,1.521783267374265
126,0.2721427533103167,2.107615291571875,43.28540862738642,1104549,-4.807457360282749,13.233986719101024,8.992449671193514,2134.262469009888,-1.9124311126022004,-1.6181287484539069
127,0.22082613665241965,2.4389232207066853,41.122710843382194,1112468,2.186655296485341,-2.3438831754375,1.3196856164319126,2191.8618759614837,6.398484520572079,1.1807695770898383
128,0.21396535415004445,2.81528213552959,42.81899613707965,1120387,31.844546289214666,3.2044201459587924,4.652377745843426,2094.531100655801,1.3322994724609982,-1.7671058805100688
129,0.24393737197536552,2.6845876714413395,40.514448007196954,1128306,6.311830207362804,-5.670101812348405,8.191188424493209,2088.9749548195805,0.6493548790711345,2.0154582773342047
130,0.2456685382684269,1.670137707115307,42.761720439037745,1136225,5.19147498661128,5.115246742159097,0.6248856439004163,2323.914237265214,9.118729891153135,0.07590589338710216
131,0.20130541852518508,2.0683149408443136,43.54641092313701,1144144,24.657161272683165,2.188583281486013,16.916362790207756,1957.9198127409418,-0.039856221330059866,-0.7937071597052009
132,0.23657428755771903,2.328370329332382,43.39413043947261,1152063,-17.401079220677392,-10.313164234950364,9.671203595103451,2057.584092914375,2.292327085103357,0.8420935247419872
133,0.2195273795344362,2.451918877301903,43.29931747650357,1159982,-3.6186863834293046,6.8149133456943565,12.914284407018433,2056.359839117677,-7.906713172447309,1.2379673989692859
134,0.2562296279698253,1.6548767471567538,42.39982756605334,1167901,-14.12184627683853,2.077967955510856,16.610534457168804,2146.9744740914903,-3.123376589532619,-1.680338663445263
135,0.23854123106075806,2.502923939452127,43.320396765508356,1175820,-13.687586527536643,12.788064377851821,2.1163115650172886,2069.421697733296,2.973763249177993,-0.06304936325942906
136,0.21339556018569142,1.7806520957032563,42.90867831233453,1183739,3.9829226831388276,6.906177224686855,9.899651258003244,2207.5519615055805,-8.458867606510202,-1.8887667316765446
137,0.1975130092878009,2.687259629458775,42.91605288294005,1191658,7.024075519878504,3.307151624123785,13.865545394320291,2098.6140289555815,5.9335063354594375,3.3284984207704653
138,0.20322320899294666,1.882161498708291,42.144673373836305,1199577,-11.4904633438658,-0.17159549950417619,8.876950155434272,2209.238659578672,8.44524995340727,0.8362938863533026
139,0.2218021882155722,2.287429410017029,42.00661401664811,1207496,-18.86674989623773,-6.0284625209986125,14.330244739522424,2291.8813889826224,-2.3573226638419427,0.4289283722988596
140,0.2113490924488333,2.49933713036889,39.66347966448618,1215415,18.410565432415275,0.9153136242879403,13.380251735132752,2267.6087815865612,3.9460019806287314,0.3751507708237303
141,0.24733738663343965,1.6525013297279678,43.71450989206723,1223334,-21.16579214326916,-3.5429301194839016,16.96839127020674,2007.405223605564,-5.063537903778782,1.4846277853773528
142,0.23152968892482617,2.639437604710992,42.301662495299105,1231253,-1.1583652721908055,0.1123939584388664,13.282068912797923,2094.847806683603,-0.48172499499741656,-1.0766265566303581
143,0.24525624889522557,2.426501755506884,41.02252180625914,1239172,4.373575323947317,6.3035905223885305,5.832984902564657,2236.2994846086017,-9.5050380134508,-3.291567062053203
144,0.2434500407536215,2.7069891058488826,40.68697618901207,1247091,17.69411366467933,0.38937620740045986,12.139813157885515,2410.162492143153,-5.769715025482942,0.35023398782655135
145,0.20105828622172084,2.5864570665327284,42.75024123033589,1255010,8.850506243422942,20.301080332956793,3.5604298271355765,2268.35004285549,3.7066825025790893,1.3229979682577353
146,0.20410008773936936,2.7977169799232593,44.283488963218176,1262929,2.3807203312199667,-2.9751506756536017,14.988045147139042,2096.8304674596097,-3.5684114266982148,1.8736458011017967
147,0.21501111941355658,2.756506209415199,41.357950643250895,1270848,-10.44249047588041,-3.303423730618876,12.582210566265275,2295.601573422601,0.10684335894209324,1.8106367325195598
148,0.2703377862694206,2.33246100355596,41.59063220870034,1278767,-35.49852999078116,-7.041934421077741,17.344357927605905,2066.7743667679933,6.667674402992333,0.6399894428477295
149,0.23436987225532788,2.2925415581454636,41.21366095845212,1286686,-25.977626811519194,-0.5525453693919484,5.525822742885076,2414.1362843601296,6.017859830939081,-3.4432490810985885
150,0.2127812738573605,2.6945281982371503,43.071829231832496,1294605,1.8297183697299841,-3.020845377401036,1.4779277266744444,1981.2923911832918,-0.7393684439073254,1.3453309683265853
151,0.2228794174858876,2.30779989290374,41.23819692355543,1302524,-0.7538149338061348,13.444013200359223,5.418207023509726,2384.0858724799796,-4.158317552813293,-2.5794113140306374
152,0.20609355169899732,2.244365055883774,41.86504691543951,1310443,-28.038947135068405,-6.241976094340556,8.148911507265277,2207.173869212984,0.06102126356007629,-0.16543545042243124
153,0.2329588001449896,2.4893726385659067,40.46459236649472,1318362,-14.828140050201064,-12.317058780821831,10.087773446868873,1979.5317348282224,0.043525936434121414,-1.4764264823423026
154,0.1988087757902929,1.9058956138538812,41.09479611357913,1326281,3.1854472018495494,-4.7674602321840664,10.52713746040857,2115.7303802211586,-8.271452203455674,-2.398027271150524
155,0.22683179290023248,1.6646779287806437,42.47875655196249,1334200,-4.604566878973072,-0.4446110376860746,13.394741065736905,2196.6548556098483,2.8106123601359374,0.8594910728488763
156,0.22347294104547427,2.5479251674985894,40.74172950836938,1342119,3.129909344212159,-2.3546234202812477,7.89615966963841,2004.6192781291777,-6.731230693367314,1.169083766524571
157,0.2188567099817457,1.7389848510876385,44.03061280139946,1350038,31.678575770314584,-3.0942345642701223,11.646025241854899,2126.0162650219013,8.090651300225986,1.9454864220842003
158,0.16829940165158264,2.8343569926094885,42.84083642271878,1357957,10.07563837265938,2.8001157705243553,9.936144491493453,2241.56926347199,2.8665498212954796,0.8726160646686641
159,0.22169020815039775,1.9940071935132282,41.04535147943586,1365876,5.909598784948306,0.46320295749609586,17.18447149205973,2031.4487068755802,-5.5194247189051655,-1.8084001077454284
160,0.25420284469978127,1.8769471361785368,42.75375141159137,1373795,5.589829258749092,10.905239861261204,5.754142925403286,2325.384977801431,3.841420730756016,1.645535543388559
161,0.2553991022520949,1.6579954543316242,43.291842305275125,1381714,7.433364951791692,1.3912142504271579,2.4996661033640413,2018.801769037174,2.34317790655041,-1.05638727070059
162,0.19999863488984662,1.7370568096662984,42.627608050464765,1389633,12.079047933262366,3.6024107080678798,10.80624938684413,2045.2335010133065,-1.2611181480802718,-1.845641158425917
163,0.21242437241645387,2.0513721098180535,43.58034526272705,1397552,2.4297884667270457,0.7425648071805977,12.75743338100159,2162.922316191712,3.3892352013433618,0.24647047147918205
164,0.2199584470304614,2.2406472451022865,44.72492886327822,1405471,-9.489373475400091,-0.7593060585635603,5.898321884597409,2086.850108660573,6.3638754383089555,-0.3141708893016988
165,0.21822734081572415,2.1757407080505753,41.00714277120465,1413390,-1.415537619300422,5.010235694433295,10.736006863320275,2335.451316065931,4.451467712051031,2.0483668077870987
